author_handle,content,published_at,like_count,reply_count,parent_id,is_reply
@깡-r9t,영화가좋타 이런곳에서는 유아인 한번더 안나왔네.. 나오는줄도 몰라는데 영화보고 알았어요 ㅋㅋ,2025-07-12T15:51:10Z,0,0.0,,False
@yasickii,유아인...?,2025-06-02T06:21:38Z,0,0.0,,False
@vhxpch,이재인❤,2025-08-07T05:37:28Z,0,0.0,,False
@CarolLam-j5n,I sawthis movie last month in Hong Kong cinema ( Hi Five)...a sense of humour I get there...all the actor or actresses role I like...to me...I feel this movie  like Hong Kong ( Walled In )... May be if u have a chance... compare this two film...Korea &amp; Hong Kong team also have similar humour point..QQ*o*,2025-08-04T09:28:27Z,0,0.0,,False
@나답게real,처음부터 끝까지 쉴틈없이 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ😂😂,2025-06-07T10:11:31Z,1,0.0,,False
@동동동-h9h,유아인은????,2025-05-30T12:39:55Z,0,0.0,,False
@이상혁-u4m,유아인만 아니었으면 좋앗는데. 마약 범죄자를 언제까지 봐야하나,2026-02-04T10:41:53Z,0,0.0,,False
@이선규-d3x,후기보고나서 일 마치고 바로 야무지게 보고와야지 하고갔는데 가서졸았다 영화보면서 조는거 첨임 너무유치함 확실히B급,2025-06-17T10:36:59Z,0,0.0,,False
@반포자이벨튀남엄준식,핑크맨 ㅋㅋ,2025-06-01T16:55:13Z,0,0.0,,False
@vivacevogue,아 겁나 웃기네 ㅋㅋㅋ,2025-06-01T15:55:14Z,0,0.0,,False
@user-e2u5r,와이파이맨 어디감?,2025-12-13T08:32:23Z,0,0.0,,False
@임현경-e1t,응   중반부  부터 죽는줄,2025-06-05T14:33:29Z,0,0.0,,False
@지마-c2k,이 조회수가 영화 관객수보다 높게 나올거같냐 왜,2025-06-02T04:10:06Z,1,0.0,,False
@vanitaskim1,기가막히네 유아인이 어떻게 나오냐?,2026-01-02T04:52:32Z,0,0.0,,False
@박-w9m,내만 이상한사람이가?? 뭔 재미고 도대체,2025-07-16T12:51:45Z,3,0.0,,False
@괜찮트라-k8o,"보고 왔는데 제작비 좀 더 썼으면, 아까웠다. 하고 싶은 얘기 막 쏟아내고 확 끝내버린 느낌.",2025-06-13T08:39:31Z,0,0.0,,False
@111gunner,정봉이 엄마 한테 그러는거 아니야~,2025-05-31T08:03:41Z,0,0.0,,False
@schereal,NETFLIX TAKE THIS😢😢❤,2025-06-02T02:53:52Z,0,0.0,,False
@AJ01541,K - 욘두 안재홍,2025-08-04T22:39:43Z,0,0.0,,False
@i기다림,귀여운 ㅋ,2026-04-09T10:20:24Z,0,0.0,,False
@핑순007,&quot;태권도 초능력자의 재난&quot;,2025-05-31T12:40:59Z,0,0.0,,False
@빡지와꼬부기,속았다...,2025-06-01T05:34:00Z,2,0.0,,False
@muchhow-i2l,58000퍼센트  할인중입니다,2025-06-14T13:40:40Z,0,0.0,,False
@Donald_nail,방금 15000원 다 주고 보고나옴 . 영화보는 내내 지무비 말빨에 속았네 했음 ㅋㅋㅋㅋㅋㅋ 진짜 여기 영상만 보고 나중에 오티티나오면 보세요. 쿠폰 없음 참우세요,2025-05-31T14:23:58Z,0,0.0,,False
@라라_vv,유아인 히어로명이 뭐엿드랑....<br>보고왓는디 기억이 안나네ㅜㅜ,2025-06-09T13:52:10Z,0,1.0,,False
